,excercise_name,utility,mechanics,force,preparation,execution,comments,dynamic_articulation,static_articulation
75,Pike Jump,['Plyometric'],['Compound'],['Push'],Stand with feet shoulder width or narrower.,"['Swinging both arms back to each side and squat down by bending knees and hips. Swing arms forward and jump upward. Immediately kick both legs forward while reaching forward so hands make contact with feet with legs straight. Extend body vertically, land on forefeet, and squat down to absorb impact. Pull arms back and repeat if needed.']",Movement can be performed in successive repetitions (see Pike Jumps) or as single rep as shown.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Scapula (Protraction)', 'Shoulder (Flexion)', 'Spine (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
76,Lying Leg Raise Throwdown (with partner),['Plyometric'],['Compound'],['Push'],"Lie supine on floor with feet together. Partner stands with feet at each side of head. Grasp partner's legs, just above ankles to each side. Raise legs vertically so partner can bend over slightly to touch feet or ankles.",['Partner throws legs toward floor by pushing feet or ankles outward. Immediately lift straight legs back to vertical position by flexing hips. Partner continues to throw legs to floor by pushing feet or ankles away.'],"Continue to hold on to partners legs, just above ankles. Keep legs straight and avoid allowing heels to touch floor. Partner can bend knees in order to more easily bend over particularly if they are taller than participant. Partner can also push feet away to each side, alternating between forward and side leg raises and throws. Also see Lying Diagonal Leg Raise Throwdown.",['Hip (Flexion)'],"['Spine (Flexion)', 'Shoulder (Extension)', 'Scapula (Downward Rotation)', 'Elbow (Flexion)', 'Knee (Extension)']"
77,Lying Diagonal Leg Raise Throwdown (with partner),['Plyometric'],['Compound'],['Push'],,['Partner throws legs diagonally toward floor by pushing feet or ankles outward slightly to one side. Immediately lift straight legs back to vertical position by flexing hips. Partner continues to throw legs to floor by pushing feet or ankles away to one side.'],"Continue to hold on to partners legs, just above ankles. Keep legs straight and avoid allowing heels to touch floor. Partner can bend knees in order to more easily bend over particularly if they are taller than participant. Partner can also push feet away to each side, alternating between forward and side leg raises and throws. Also see Lying Leg Raise Throwdown without diagonal movement.",['Hip (Flexion)'],"['Spine (Flexion / Lateral Flexion)', 'Shoulder (Extension)', 'Scapula (Downward Rotation)', 'Elbow (Flexion)', 'Knee (Extension)']"
78,Medicine Ball Overhead Throw Sit-up (with partner),['Plyometric'],['Compound'],['Push'],Two participants face each other and sit on floor facing each other with knees bent. Participants’ feet point toward one another. First participant holds medicine ball with both hands.,['First participant lies back with ball over head and taps ball to floor. First participant immediately throws ball to partner from over head while sitting up. Partner catches ball slightly above and in front of head and repeats steps. Participant and parter continue to volley ball back and forth.'],"Perform prescribed repetitions or for time. Feet may also be secured under weighted or anchored structure. If feet are not being supported by fixed object, legs may need to be extended somewhat to offer adequate counter balance to upper body. If upper back does not come completely down at end of movement, abdominal muscles may only be isometrically involved in exercise. See Spot Reduction Myth. Also see Medicine Ball Sit-up on Machine.","['Scapula & Clavicle (Downward Rotation)', 'Wrist (Flexion)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Shoulder (Extension)', 'Hips (Flexion)']",[]
79,Medicine Ball Overhead Throw Sit-up,['Plyometric'],['Isolated'],['Push'],Sit on floor facing wall with knees bent. Hold medicine ball with both hands.,['Lie back with ball over head and tap ball to floor. Immediately throw ball to wall from over head while sitting up. Ball rebounds off of wall. Catch ball slightly above and in front of head. Continue to volley ball against wall.'],"Perform prescribed repetitions or for time. Wall should be impact resistant to avoid structural damage. Feet may also be secured under weighted or anchored structure. If feet are not being supported by fixed object, legs may need to be extended somewhat to offer adequate counter balance to upper body.","['Scapula & Clavicle (Downward Rotation)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Shoulder (Extension)', 'Hips (Flexion)']",[]
80,Pike Jumps,['Plyometric'],['Compound'],['Push'],Stand with feet shoulder width or narrower. Swinging both arms back to each side and squat down by bending knees and hips.,"['Swing arms forward and jump upward. Immediately kick both legs forward while reaching forward so hands make contact with feet with legs straight. Extend body vertically, land on forefeet, and squat down to absorb impact. Pull arms back to sides and repeat movement sequence for required number of repetitions.']",Movement can be performed in successive repetitions as shown or as single rep (see Pike Jump).,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Scapula (Protraction)', 'Shoulder (Flexion)', 'Spine (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
81,Broom Stick Twist,['Plyometric'],['Compound'],['Push'],Sit on bench. Position pole on back of shoulders. Place hands or wrists over each side of pole with arms extended.,"['Rotate torso through waist to one side, then to the opposite side. Repeat.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or time. See Spot Reduction Myth.",[],[]
82,Medicine Ball Diagonal Chop,['Plyometric'],['Compound'],['Push'],"Stand holding medicine ball with hands on each side of ball. Place feet wide apart, pointing slightly outward. Bend knees slightly. Raise ball to side of head with arms bent.",['Bring ball downward diagonally around front of body to side of opposite hip by rotating torso and bending forward slightly while pulling ball across body. Immediately return to original position in opposite path by rotating and bring torso back upright while pulling ball to side of head. Repeat chops. Continue movement with ball held near opposite side of head.'],"Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time. Besides using heavier ball, intensity may be increased somewhat by holding ball slightly further away from body. Since hips are slightly bent, technically some hip adduction / abduction occurs along with internal / external rotation. Knee extension could be considered either dynamic or static since only slight movement occurs under significant resistance.","['Spine (Thoracic, Lumbar) (Rotation)', 'Hip (Internal Rotation / Adduction)', 'Hip (Extension)', 'Hip (External Rotation / Abduction)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Transverse Flexion)', 'Shoulder (Internal Rotation (upper arm))', 'Scapula & Clavicle (Protraction)', 'Elbow (Flexion)', 'Knee (Extension (see comments))']"
83,Medicine Ball Seated Twist (on apparatus),['Plyometric'],['Isolated'],['Pull'],Sit on seat facing away from ball ramp. Place feet flat on floor. Hold medicine ball with both hands.,"['Rotate torso through waist to highest side of ball ramp. Place medicine ball on ramp. Release ball and turn to opposite side. Grasp ball as it travels to other side. Continue to transfer ball to highest side of ball ramp and catch it on opposite side. When finished, adjust ramp to opposite incline and repeat movement in opposite direction.']","Start slow, gradually increasing ramp incline, speed, and range of motion. Using heavier ball will also increase difficulty of exercise. Perform prescribed repetitions or time. See Medicine Ball Seated Twist with partner. Also see Spot Reduction Myth.","['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Flexion)', 'Scapula & Clavicle (Retraction)', 'Shoulder (Flexion)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Adduction)']",['Elbow (Flexion)']
84,Medicine Ball Standing Twist (on apparatus),['Plyometric'],['Isolated'],['Pull'],Stand straddling seat and facing away from ball ramp with hips and knees slightly bent. Hold medicine ball with both hands.,"['Rotate body to highest side of ball ramp. Place medicine ball on ramp. Release ball and turn to opposite side. Grasp ball as it travels to other side. Continue to transfer ball to highest side of ball ramp and catch it on opposite side. When finished, adjust ramp to opposite incline and repeat movement in opposite direction.']","Start slow, gradually increasing ramp incline, speed, and range of motion. Using heavier ball will also increase difficulty of exercise. Perform prescribed repetitions or time. Since hips are slightly bent, some hip adduction / abduction occurs along with internal / external rotation. See Medicine Ball Standing Twist with partner. Also see Spot Reduction Myth.","['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Flexion)', 'Knee (External Rotation)', 'Scapula & Clavicle (Retraction)', 'Shoulder (Flexion)', 'Hip (Internal Rotation / Adduction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Knee (Internal Rotation)', 'Hip (External Rotation / Abduction)', 'Shoulder (Adduction)']",['Elbow (Flexion)']
85,Medicine Ball Seated Twist (with partner),['Plyometric'],['Isolated'],['Pull'],"With a partner, straddle and sit on bench back to back with space between. Place feet flat on floor. First partner holds medicine ball with both hands.","['Both individuals rotate torso through waist to same side. First partner hands medicine ball to second partner who retrieves ball. Both individuals turn to the opposite side to again exchange medicine ball. Continue to rotate ball to one direction. When finished, repeat opposite direction.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or time. See Spot Reduction Myth","['Scapula & Clavicle (Protraction)', 'Shoulder (Internal Rotation)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Transverse Flexion / Flexion)', 'Shoulder (External Rotation)']",['Elbow (Flexion)']
86,Medicine Ball Standing Twist (with partner),['Plyometric'],['Isolated'],['Pull'],"With a partner, stand facing away from each other, slightly less than a meter away. Place feet wider than shoulder width apart, knees slightly bent. First partner holds medicine ball with both hands.","['Both individuals rotate to opposite sides. First partner hands medicine ball from behind to second partner who retrieves ball from behind. Both individuals turn to the opposite sides to again exchange medicine ball from behind. Continue to rotate ball in a figure 8 one direction. When finished, repeat opposite direction.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or time. Since hips are slightly bent, technically some hip adduction / abduction occurs along with internal / external rotation. See Spot Reduction Myth.","['Scapula & Clavicle (Protraction)', 'Shoulder (Internal Rotation)', 'Knee (External Rotation)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Hip (Internal Rotation / Adduction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Knee (Internal Rotation)', 'Hip (External Rotation / Abduction)', 'Elbow (Flexion)', 'Shoulder (Transverse Flexion / Flexion)', 'Shoulder (External Rotation)']",[]
87,Medicine Ball Standing Twist,['Plyometric'],['Isolated'],['Pull'],"Stand holding medicine ball in front of body with arms bent. Place feet wider than shoulder width apart, knees slightly bent.","['Rotate torso through waist to one side, then to the opposite side. Repeat.', 'Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time. Besides using heavier ball, intensity may be increased somewhat by holding ball further away from body. Since hips are slightly bent, technically some hip adduction / abduction occurs along with internal / external rotation. See Spot Reduction Myth.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time. Besides using heavier ball, intensity may be increased somewhat by holding ball further away from body. Since hips are slightly bent, technically some hip adduction / abduction occurs along with internal / external rotation. See Spot Reduction Myth.","['Knee (External Rotation)', 'Hip (Internal Rotation / Adduction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Knee (Internal Rotation)', 'Hip (External Rotation / Abduction)']","['Knee (Extension)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Transverse Flexion / Flexion)', 'Scapula & Clavicle (Downward Rotation)', 'Elbow (Flexion)']"
88,Medicine Ball Russian Twist,['Plyometric'],['Compound'],['Push'],Sit on floor with knees and hips bent. Hold medicine ball with both hands. Recline back slightly balancing on hips with bent legs positioned as counterbalance.,['Touch ball on floor to one side by turning torso and reaching arms to same side. Touch ball to floor on other side by turning torso and reaching arms to opposite direction. Continue movement by rapidly moving ball from side to side.'],"Alternative form is to hold ball in front of chest with arms fully extended and parallel to thighs. Rotate upper body to each side, keeping arms in same plane. This alternative form prohibits the ball in making contact with floor at any point in movement. See Spot Reduction Myth.","['Scapula & Clavicle (Protraction)', 'Shoulder (Internal Rotation)', 'Scapula & Clavicle (Retraction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (External Rotation)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Hip (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Elbow (Flexion)']"
89,Medicine Ball Alternating Side Rotation Throw (against wall),['Plyometric'],['Compound'],['Push'],Stand with side of body facing wall with feet shoulder width apart. Hold medicine ball at waist level.,"['Squat down and position ball to side of far hip by rotating shoulders and slightly bent arms away from wall. Quickly rotate torso toward wall driving with legs, hip, waist, and far arm in a slightly upward angle. Release ball so it hits wall approximately head height. Quickly step far foot forward so body faces wall with feet approximately shoulder width apart. Catch ball and immediately step opposite leg back so other side faces wall. Repeat.']",Start slow and gradually increasing speed. Perform prescribed repetitions or for time. See Spot Reduction Myth.,"['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Flexion)', 'Hip (Extension)', 'Knee (External Rotation)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Knee (Internal Rotation)', 'Hip (Internal Rotation)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Adduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
90,Medicine Ball Kneeling Side Twist Throw (against wall),['Plyometric'],['Compound'],['Push'],Kneel on one knee with side of upper leg and body facing wall. Hold medicine ball away from wall at waist or hip height with arms extended.,['Rotate body toward wall and throw ball against wall at slightly upward angle. Catch ball on rebound. Turn body to original position so medicine ball returns to far side of hip or waist with arms extended. Immediately repeat throws'],Perform prescribed repetitions or for time. Small yet significant movement occurs through both hips and knee of kneeling leg. See Spot Reduction Myth regarding waist articulation.,"['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Flexion)', 'Hips (External Rotation (kneeling leg))', 'Hips (Transverse Adduction (higher leg))', 'Shoulder (Transverse Adduction)', 'Shoulder (Flexion)', 'Spine (Rotation)', 'Knee (Internal Rotation (kneeling leg))', 'Scapula & Clavicle (Upward Rotation)']",['Elbow (Flexion)']
91,Medicine Ball Russian Twist Throw (against wall),['Plyometric'],['Compound'],['Push'],Sit on floor with side facing wall and knees and hips bent. Hold medicine ball with both hands. Recline back slightly balancing on hips with bent legs positioned as counterbalance. Position ball just off of floor to side of hip furthest from wall.,"['Throw ball to opposite side onto wall, slightly above head height, by rotating torso and reaching arms toward wall. Catch ball as it bounces off of wall. Return ball to original side by rotating torso and reaching arms away from wall. Repeat.']",Perform prescribed repetitions or for time. Higher or longer throws further from wall will involve Elbow Extension. Short and low throws close to wall may not require Elbow Extension. See Spot Reduction Myth regarding spinal rotation.,"['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Flexion)', 'Shoulder (Transverse Adduction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Elbow (Extension (see Comments))']","['Spine (Thoracic, Lumbar) (Flexion)', 'Hip (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Elbow (Flexion)']"
92,Medicine Ball Russian Twist Intermittent Throw (with partner),['Plyometric'],['Compound'],['Push'],"Two participants sit on floor side by side with partner short distance away. First participant holds medicine ball with both hands and reclines back slightly, balancing on hips with bent legs positioned as counterbalance.","['First participant touches ball on floor to side furthest from partner by turning torso and reaching arms to furthest side. Using similar form, first participant touches ball to floor on side closest to partner then again to side furthest from partner. Upon next twist, first partner throws ball to partner. Partner catches ball and repeats same sequence.']",Perform prescribed repetitions or for time. See Spot Reduction Myth. Also see Medicine Ball Russian Twist Throw.,"['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Adduction (throw))', 'Scapula & Clavicle (Retraction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Internal Rotation (twist))', 'Shoulder (External Rotation (twist))', 'Elbow (Extension (throw))', 'Shoulder (Flexion (throw))', 'Shoulder (Transverse Flexion (throw))']","['Spine (Thoracic, Lumbar) (Flexion)', 'Hip (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion (twist))', 'Elbow (Flexion)']"
93,Medicine Ball Russian Twist Throw (with partner),['Plyometric'],['Compound'],['Push'],"Two participants sit on floor side by side with partner short distance away. First participant holds medicine ball with both hands and reclines back slightly, balancing on hips with bent legs positioned as counterbalance.","['First participant touches ball on floor to side furthest from partner by turning torso and reaching arms to same side. Using similar form, first participant touches ball to floor on side closest to partner then again to side furthest from partner. Upon next twist, first partner throws ball to partner. Partner catches ball and repeats same sequence.']",Perform prescribed repetitions or for time. See Spot Reduction Myth. Also see movement performed with intermittent throw.,"['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Adduction (throw))', 'Scapula & Clavicle (Retraction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Internal Rotation (twist))', 'Shoulder (External Rotation (twist))', 'Elbow (Extension (throw))', 'Shoulder (Flexion (throw))', 'Shoulder (Transverse Flexion (throw))']","['Spine (Thoracic, Lumbar) (Flexion)', 'Hip (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion (twist))', 'Elbow (Flexion)']"
94,Medicine Ball Seated Backward Twist Throw (with partner standing),['Plyometric'],['Compound'],['Push'],"Sit on floor with legs far apart or sit straddled on bench. Turns torso to one side with reaching hand above other hand, ready to receive ball from behind. Partner stands with medicine ball throwing distance behind slightly over to receiving side.","['Partner tosses ball to receiving side. Catch medicine ball and immediately move ball to opposite side by rotating torso. Pull medicine ball beside far hip. Immediately rotate torso back to opposite side and throw ball back to partner. Repeat same sequence. When finished, receive ball from opposite direction and continue.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or time. See Spot Reduction Myth. Also see Medicine Ball Seated Twist Throw.","['Scapula & Clavicle (Protraction)', 'Shoulder (Internal Rotation)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Transverse Flexion / Flexion)', 'Shoulder (External Rotation)']",['Elbow (Flexion)']
95,Medicine Ball Seated Side Twist Throw (with partner),['Plyometric'],['Isolated'],['Pull'],"With a partner, sit on floor or sit straddled on separate benches. Sit side by side, facing opposite directions approximately 2 meters apart. First person holds medicine ball with both hands.","['First person rotates torso away from partner and pulls medicine ball just behind far hip. First person rotates torso to opposite direction and throws ball to partner. Partner catches ball and executes same sequence. First person catches ball and repeats volley. Continue to exchange ball. When finished, face opposite direction and repeat.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or time. See Spot Reduction Myth. Also see Medicine Ball Back Seated Twist Throw.","['Scapula & Clavicle (Protraction)', 'Shoulder (Internal Rotation)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Transverse Flexion / Flexion)', 'Shoulder (External Rotation)']",['Elbow (Flexion)']
96,Medicine Ball Side Twist Throw (with partner),['Plyometric'],['Isolated'],['Pull'],"Stand side by side throwing distance apart facing same direction as partner. Position feet wider than shoulder's width apart. First person holds medicine ball with both hands, slightly away from body with arms slightly bent. Partner turns torso toward first person ready to receive ball.","['First person rotates upper body with medicine ball completely away from partner. Then he immediately rotates upper body toward partner and releases ball. Partner catches ball and executes same sequence by rotating completely away, then back toward first person. First person catches ball and repeats volley. Continue to exchange ball. When finished, face opposite direction and repeat.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or time. See Spot Reduction Myth.","['Scapula & Clavicle (Protraction)', 'Shoulder (Internal Rotation)', 'Knee (External Rotation)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Hip (Internal Rotation / Adduction)', 'Knee (Internal Rotation)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Hip (External Rotation / Abduction)', 'Shoulder (External Rotation)']","['Knee (Extension)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Transverse Flexion / Flexion)', 'Scapula & Clavicle (Downward Rotation)', 'Elbow (Flexion)']"
97,Medicine Ball Side Twist Throw (against wall),['Plyometric'],['Compound'],['Push'],"Stand with side of body facing wall. Position feet wider than shoulder's width apart with knees and hips slightly bent. With both hands, hold medicine ball to front side of hip furthest from wall.","['Rotate body while extending and rotating foot furthest from wall so far leg turns toward wall with foot extended. At same time, rapidly extend arms upward toward wall. Throw ball against wall at slightly upward angle. Catch ball on rebound. Turn body to original position and return medicine ball to far side of hip. Immediately repeat movement.']",Perform prescribed repetitions or for time. See Spot Reduction Myth regarding spinal rotation.,"['Scapula & Clavicle (Protraction)', 'Shoulder (Transverse Flexion)', 'Knee (Extension)', 'Hips (Internal Rotation)', 'Shoulder (Transverse Adduction)', 'Shoulder (Flexion)', 'Spine (Rotation)', 'Elbow (Extension)', 'Knee (Internal Rotation)', 'Hips (Extension)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Flexion)']"
98,Medicine Ball Rotation Scoop Throw,['Plyometric'],['Compound'],['Push'],Stand with feet shoulder width apart or wider. Hold medicine ball in front of body with both hands.,"['Turn ball away from direction of intended throw by rotating body while partially squatting down so ball is positioned to front side of far hip. Immediately pull ball to front of body by rotating and extending body and legs. Continue by throwing ball upward; jump up and extend arms toward direction of throw. Land on feet facing released ball with legs bent to absorb impact. Stand upright.', 'Rotational Scoop Throw is considered full body movement. If performing for repetitions or timed duration, throw ball toward solid wall so ball can be more easily retrieved. Throws can also be also be performed for distance on field or in large indoor space. See Spot Reduction Myth.']","Rotational Scoop Throw is considered full body movement. If performing for repetitions or timed duration, throw ball toward solid wall so ball can be more easily retrieved. Throws can also be also be performed for distance on field or in large indoor space. See Spot Reduction Myth.","['Shoulder (Transverse Flexion)', 'Shoulder (Internal Rotation)', 'Hip (Extension)', 'Shoulder (Flexion)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Foot (Inversion)', 'Foot (Eversion)', 'Hip (Internal Rotation)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (External Rotation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Protraction)', 'Foot (Plantar Flexion)', 'Knees (External Rotation)', 'Knees (Internal Rotation)', 'Knees (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Hip (External Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Flexion)']"
99,Medicine Ball Overhead Throw (with partner),['Plyometric'],['Compound'],['Push'],Stand facing partner throwing distance apart with one foot forward. First person raises medicine ball above head with arms bent. Partner has arm in front ready to receive ball.,"[""First person throws medicine ball just above partner's head forcefully, extending both arms forward. Partner catches ball with both hands, recoils ball behind head, and immediately throws ball back to first person in same manner. First person catches ball and repeats volley. Continue to throw ball, back and forth.""]","Start slow, gradually increasing speed throughout set. Attempt to throw and catch ball slightly above head instead of in front of head so force of ball can more effectively prestretch muscles (i.e.: catch like model in black shirt). Perform prescribed repetitions or for time.","['Elbow (Extension)', 'Scapula & Clavicle (Downward Rotation)', 'Wrist (Flexion)', 'Shoulder (Extension)']","['Spine (Thoracic, Lumbar) (Flexion)']"
100,Medicine Ball Pullover Throw (with partner),['Plyometric'],['Isolated'],['Push'],Two participants face each other and lie supine on stability ball with feet on floor and knees bent. Participants’ feet point toward one another. First participant holds medicine ball with both hands. First participant positions ball above with arms nearly straight.,['First partner lowers ball back overhead and throws medicine ball forward to partner by forcefully extending shoulder. Partner catches ball over body with arms extended upward. Partner extends ball back behind head and throws ball back by pulling ball overhead to first partner. First partner catches ball over body with arms extended upward and repeats volley to partner.'],"Perform prescribed repetitions or for time. Although throw is powered by shoulder extension, dynamic Spinal Flexion my be seen in some individuals.","['Scapula & Clavicle (Downward Rotation)', 'Wrist (Flexion)', 'Shoulder (Extension)']","['Knee (Flexion)', 'Hip (Extension)', 'Hip (Flexion)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Elbow (Extension)']"
101,Medicine Ball Pullover Throw (with partner standing),['Plyometric'],['Isolated'],['Push'],Lie supine on stability ball with feet on floor and knees bent. Hold medicine ball with both hands. Position ball above with arms nearly straight. Partner distances themselves facing legs of participant in position to receive and throw ball back to participant.,['Lower ball back over head and throw medicine ball forward to partner by forcefully extending shoulder. Partner catches ball and throws ball back. Catch ball and repeat.'],"Partner can either perform same exercise opposite of participant or stand to catch and throw ball back to participant. Perform prescribed repetitions or for time. Although throw is powered by shoulder extension, dynamic Spinal Flexion may be seen in some individuals.","['Scapula & Clavicle (Downward Rotation)', 'Wrist (Flexion)', 'Shoulder (Extension)']","['Knee (Flexion)', 'Hip (Extension)', 'Hip (Flexion)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Elbow (Extension)']"
102,Medicine Ball Pullover Throw (against wall),['Plyometric'],['Isolated'],['Push'],Lie supine on stability ball with knees bent and feet on floor facing solid wall. Hold medicine ball with both hands. Position ball above with arms nearly straight.,['Lower ball back over head and throw medicine ball on wall. Catch ball and repeat.'],"Perform prescribed repetitions or for time. Although throw is powered by shoulder extension, dynamic Spinal Flexion may be seen in some individuals.","['Scapula & Clavicle (Downward Rotation)', 'Wrist (Flexion)', 'Shoulder (Extension)']","['Knee (Extension)', 'Hip (Extension)', 'Hip (Flexion)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Elbow (Extension)']"
103,Medicine Ball Slam Bounce,['Plyometric'],['Compound'],['Push'],Stand with feet shoulder width apart. Hold medicine ball with both hands.,"['Lift ball above head while extending body. Reverse direction and slam ball into ground. Catch ball back with both hands and repeat.', ""If ball does not bounce, keep hold of it during slams. Downward movements such as Spinal Flexion and Shoulder Extension resists against inertia of ball in attempt to accelerate ball's speed downward.""]","If ball does not bounce, keep hold of it during slams. Downward movements such as Spinal Flexion and Shoulder Extension resists against inertia of ball in attempt to accelerate ball's speed downward.","['Hip (Flexion)', 'Shoulder (Extension / Adduction)', 'Shoulder (Flexion / Abduction)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Extension)', 'Knee (Extension)', 'Elbow (Extension)', 'Elbow (Flexion)', 'Scapula (Downward Rotation)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Scapula (Upward Rotation)']",[]
104,Medicine Ball Chest Throw (with partner),['Plyometric'],['Compound'],['Push'],"Stand facing partner, throwing distance apart with one foot forward. First person holds medicine ball with both hands against chest. Partner has arms in front, ready to receive ball.","[""First person throws medicine ball to partner's chest by forcefully extending both arms forward. Partner catches ball in front of chest with both hands, recoils ball toward chest, and immediately throws ball back to first person in same manner. First person catches ball and repeats volley. Continue to throw ball back and forth.""]","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time.","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Shoulder (Flexion / Transverse Flexion)', 'Wrist (Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
105,Medicine Ball Side Throw (with partner),['Plyometric'],['Compound'],['Push'],"Stand facing partner, throwing distance apart with left foot forward. First person holds medicine ball with both hands near chest, left shoulder slightly forward, right hand behind ball, and left hand in front of ball. Partner has arms forward and shoulders square, ready to receive ball.","[""First person throws medicine ball to partner's chest forcefully, extending right arm and shoulder forward. Partner catches ball with both hands, recoils ball to right of body, and immediately throws ball back to first person's chest in same manner. First person catches ball and repeats volley. Repeat by throwing from left side with right foot and shoulder forward.""]","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time.","['Scapula & Clavicle (Protraction)', 'Wrist (Flexion)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Flexion / Transverse Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)']"
106,Wall Plyo Push-up,['Plyometric'],['Compound'],['Push'],"Stand in front of wall and place palms on walls, fingers pointing upwards, shoulder width or slightly wider, between upper waist to chest height. Step back so upper body is leaning forward slightly with arms straight. Position feet shoulder width apart or slightly wider.","['Lower body towards wall by behind arms to each side. Before head makes contact with wall, push body away from wall by extending arms, forcefully enough to permit palms to momentarily lose contact with wall. Allow body to fall forward, replacing palms on wall in original position and repeat.']","Keep body straight throughout movement. At bottom position, upper arms flare out approximately 45° from torso to each side.","['Elbow (Extension)', 'Wrist (Flexion)', 'Scapula and Clavicle (Protraction)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
